Statistical profiling result from isolate-0x128008000-42789-v8.log, (7305 ticks, 988 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    0.0%    0.0%  T _napi_typeof
      2    0.0%    0.0%  T _napi_set_named_property
      2    0.0%    0.0%  T _napi_get_named_property
      2    0.0%    0.0%  T _napi_create_reference
      2    0.0%    0.0%  T ___platform_sigaction
      1    0.0%    0.0%  t std::__1::basic_ostream<char, std::__1::char_traits<char> >& std::__1::__put_character_sequence<char, std::__1::char_traits<char> >(std::__1::basic_ostream<char, std::__1::char_traits<char> >&, char const*, unsigned long)
      1    0.0%    0.0%  t std::__1::__tree<int, std::__1::less<int>, std::__1::allocator<int> >::destroy(std::__1::__tree_node<int, void*>*)
      1    0.0%    0.0%  t std::__1::__hash_table<unsigned long, std::__1::hash<unsigned long>, std::__1::equal_to<unsigned long>, std::__1::allocator<unsigned long> >::remove(std::__1::__hash_const_iterator<std::__1::__hash_node<unsigned long, void*>*>)
      1    0.0%    0.0%  t node::Environment::StartProfilerIdleNotifier()::$_5::__invoke(uv_check_s*)
      1    0.0%    0.0%  t node::EnvQuery(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Integer> const&)
      1    0.0%    0.0%  t __pthread_terminate
      1    0.0%    0.0%  t __pthread_strtoul
      1    0.0%    0.0%  t __flush
      1    0.0%    0.0%  T v8impl::Reference::~Reference()
      1    0.0%    0.0%  T node::fs::Close(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  T node::NodeArrayBufferAllocator::Allocate(unsigned long)
      1    0.0%    0.0%  T _semaphore_signal
      1    0.0%    0.0%  T _semaphore_destroy
      1    0.0%    0.0%  T _pthread_cond_signal
      1    0.0%    0.0%  T _pthread_atfork
      1    0.0%    0.0%  T _napi_get_value_string_utf8
      1    0.0%    0.0%  T _napi_get_value_int32
      1    0.0%    0.0%  T _napi_get_cb_info
      1    0.0%    0.0%  T _napi_delete_reference
      1    0.0%    0.0%  T _napi_create_array_with_length
      1    0.0%    0.0%  T __kernelrpc_mach_vm_map
      1    0.0%    0.0%  T ___pthread_init

 [Summary]:
   ticks  total  nonlib   name
    250    3.4%    3.5%  JavaScript
   5830   79.8%   82.5%  C++
    229    3.1%    3.2%  GC
    237    3.2%          Shared libraries
    988   13.5%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
   2319   41.7%   31.7%  T ___bsdthread_terminate
   1268   22.8%   17.4%  t node::fs::Stat(v8::FunctionCallbackInfo<v8::Value> const&)
    927   16.7%   12.7%  T _mach_port_insert_member
    378    6.8%    5.2%  T node::contextify::ContextifyContext::CompileFunction(v8::FunctionCallbackInfo<v8::Value> const&)
    238    4.3%    3.3%  t v8impl::(anonymous namespace)::FunctionCallbackWrapper::Invoke(v8::FunctionCallbackInfo<v8::Value> const&)
    138    2.5%    1.9%  T _connect$NOCANCEL
     44    0.8%    0.6%  t node::fs::Read(v8::FunctionCallbackInfo<v8::Value> const&)
     29    0.5%    0.4%  t node::fs::InternalModuleReadJSON(v8::FunctionCallbackInfo<v8::Value> const&)
     27    0.5%    0.4%  t node::fs::InternalModuleStat(v8::FunctionCallbackInfo<v8::Value> const&)
     27    0.5%    0.4%  T node::binding::DLOpen(v8::FunctionCallbackInfo<v8::Value> const&)
     24    0.4%    0.3%  T _sigprocmask
     20    0.4%    0.3%  t __os_nospin_lock_lock_slow
     14    0.3%    0.2%  t node::Buffer::(anonymous namespace)::CreateFromString(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.2%    0.2%  t __os_nospin_lock_unlock_slow
     12    0.2%    0.2%  T __kernelrpc_mach_port_move_member_trap
     10    0.2%    0.1%  t void node::Buffer::(anonymous namespace)::StringSlice<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
      8    0.1%    0.1%  T ___libplatform_init
      7    0.1%    0.1%  T _os_unfair_recursive_lock_lock_with_options
      5    0.1%    0.1%  t std::__1::ostreambuf_iterator<char, std::__1::char_traits<char> > std::__1::__pad_and_output<char, std::__1::char_traits<char> >(std::__1::ostreambuf_iterator<char, std::__1::char_traits<char> >, char const*, char const*, char const*, std::__1::ios_base&, char)
      5    0.1%    0.1%  T __kernelrpc_mach_port_get_refs
      4    0.1%    0.1%  T __os_semaphore_dispose
      3    0.1%    0.0%  t node::fs::Open(v8::FunctionCallbackInfo<v8::Value> const&)
      3    0.1%    0.0%  T _napi_get_element
      2    0.0%    0.0%  t __pthread_mutex_droplock
      2    0.0%    0.0%  t __os_once_gate_wait
      2    0.0%    0.0%  t ___pfz_setup
      2    0.0%    0.0%  T node_napi_env__::can_call_into_js() const
      2    0.0%    0.0%  T _task_restartable_ranges_register
      2    0.0%    0.0%  T _napi_typeof
      2    0.0%    0.0%  T _napi_set_named_property
      2    0.0%    0.0%  T _napi_get_named_property
      2    0.0%    0.0%  T _napi_create_reference
      2    0.0%    0.0%  T ___platform_sigaction
      1    0.0%    0.0%  t std::__1::basic_ostream<char, std::__1::char_traits<char> >& std::__1::__put_character_sequence<char, std::__1::char_traits<char> >(std::__1::basic_ostream<char, std::__1::char_traits<char> >&, char const*, unsigned long)
      1    0.0%    0.0%  t std::__1::__tree<int, std::__1::less<int>, std::__1::allocator<int> >::destroy(std::__1::__tree_node<int, void*>*)
      1    0.0%    0.0%  t node::EnvQuery(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Integer> const&)
      1    0.0%    0.0%  t __pthread_terminate
      1    0.0%    0.0%  t __pthread_strtoul
